State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,address_for_geocode,latitude,longitude,reverse_address,location_name
Himachal Pradesh,Unknown,2021,December,Tuesday,16:22,Serious,5,Cycle,3,3,Foggy,Urban Road,Damaged,Daylight,Signals,42,26,Female,,Yes,Intersection,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Tamil Nadu,Chennai,2022,June,Sunday,16:48,Fatal,4,Cycle,3,5,Hazy,State Highway,Dry,Daylight,Signals,53,28,Male,,Yes,Curve,"Chennai, Tamil Nadu",13.0836939,80.270186,"KFC, Rama Pillai Street, Zone 5 Royapuram, Chennai - 600001, Tamil Nadu, India",Rama Pillai Street
Arunachal Pradesh,Unknown,2020,November,Sunday,3:28,Serious,3,Truck,0,5,Hazy,Urban Road,Damaged,Dusk,Signs,35,58,Female,Valid,Yes,Bridge,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
Maharashtra,Nagpur,2022,December,Sunday,22:36,Serious,5,Two-Wheeler,1,3,Foggy,State Highway,Wet,Dawn,,68,33,Male,Expired,No,Intersection,"Nagpur, Maharashtra",21.1498134,79.0820556,"Vasantrao Naik Government Institute of Arts and Social Sciences, NH53, Ramdaspeth, Nagpur - 440001, Maharashtra, India",NH53
Goa,Unknown,2021,May,Wednesday,21:33,Minor,5,Auto-Rickshaw,10,5,Clear,Urban Road,Wet,Dawn,Police Checkpost,110,54,Male,Expired,No,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Delhi,New Delhi,2018,February,Wednesday,16:37,Fatal,4,Truck,10,5,Stormy,National Highway,Damaged,Daylight,Signs,113,49,Female,Valid,No,Curve,"New Delhi, Delhi",28.6430858,77.2192671,"New Delhi, Foot Over Bridge 1, Central Delhi, Delhi - 110006, Delhi, India",Foot Over Bridge 1
Telangana,Unknown,2020,October,Thursday,23:44,Minor,5,Cycle,3,3,Foggy,National Highway,Dry,Dusk,Signals,43,28,Male,Expired,Yes,Bridge,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
Uttar Pradesh,Varanasi,2022,January,Saturday,19:18,Minor,5,Bus,5,0,Rainy,National Highway,Dry,Dawn,,43,64,Male,,No,Straight Road,"Varanasi, Uttar Pradesh",25.3356491,83.0076292,"unnamed road, Pilokothi, Varanasi - 221001, Uttar Pradesh, India",Pilokothi
Punjab,Unknown,2019,July,Wednesday,1:22,Minor,4,Two-Wheeler,0,3,Hazy,State Highway,Dry,Dusk,Signals,102,61,Female,,No,Curve,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Gujarat,Vadodara,2022,April,Tuesday,13:33,Serious,1,Two-Wheeler,9,0,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,89,37,Female,Expired,Yes,Curve,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Nagaland,Unknown,2020,January,Tuesday,1:48,Fatal,4,Truck,0,2,Hazy,National Highway,Dry,Daylight,,101,50,Male,Expired,Yes,Curve,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Uttarakhand,Unknown,2020,February,Tuesday,7:59,Fatal,2,Two-Wheeler,8,1,Stormy,Village Road,Under Construction,Daylight,,45,62,Male,Valid,Yes,Bridge,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Chandigarh,Unknown,2018,March,Friday,18:47,Serious,1,Car,5,1,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,82,49,Male,Valid,No,Intersection,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
Meghalaya,Unknown,2019,August,Saturday,9:8,Fatal,3,Two-Wheeler,6,1,Rainy,State Highway,Under Construction,Dusk,,104,22,Female,,Yes,Straight Road,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Karnataka,Mysore,2022,November,Friday,7:45,Serious,4,Bus,5,5,Stormy,Village Road,Dry,Dark,Police Checkpost,41,45,Female,,Yes,Straight Road,"Mysore, Karnataka",12.3051828,76.6553609,"Mysore Palace, Sayyaji Rao Road, Vani Vilas, Mysuru - 570001, Karnataka, India",Sayyaji Rao Road
Meghalaya,Unknown,2023,December,Tuesday,23:34,Serious,2,Pedestrian,8,5,Stormy,Village Road,Wet,Dark,Signs,109,21,Female,Valid,Yes,Bridge,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Haryana,Unknown,2019,February,Tuesday,12:41,Serious,2,Truck,6,5,Clear,Village Road,Under Construction,Dawn,Signs,49,51,Female,Valid,Yes,Bridge,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Gujarat,Surat,2023,March,Friday,22:9,Serious,5,Truck,2,4,Rainy,National Highway,Wet,Dusk,Signals,31,18,Female,,Yes,Straight Road,"Surat, Gujarat",21.2094892,72.8317058,"Ashkta Ashram Road, Surat, Surat - 395003, Gujarat, India",Surat
Sikkim,Unknown,2022,March,Tuesday,5:20,Serious,2,Truck,8,4,Hazy,National Highway,Dry,Dusk,Signs,31,49,Male,,No,Intersection,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Jharkhand,Unknown,2019,June,Friday,1:33,Serious,4,Cycle,10,0,Foggy,National Highway,Under Construction,Dark,Signals,40,63,Male,,No,Straight Road,"Unknown, Jharkhand",23.75,85.5,"unnamed road, Ramgarh, - 825316, Jharkhand, India",Ramgarh
Goa,Unknown,2021,September,Friday,6:3,Minor,4,Truck,1,0,Clear,Urban Road,Damaged,Daylight,Police Checkpost,39,33,Male,Expired,No,Intersection,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Telangana,Unknown,2022,September,Thursday,8:56,Serious,4,Auto-Rickshaw,4,3,Stormy,Village Road,Under Construction,Dusk,Signals,31,50,Male,Valid,Yes,Bridge,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
Telangana,Unknown,2022,March,Wednesday,8:6,Minor,5,Auto-Rickshaw,4,5,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,113,46,Female,,No,Bridge,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
Haryana,Unknown,2019,March,Sunday,9:39,Minor,3,Pedestrian,3,0,Stormy,Village Road,Dry,Dawn,Signs,90,48,Female,Valid,No,Curve,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Puducherry,Unknown,2021,February,Sunday,1:47,Fatal,3,Pedestrian,10,3,Stormy,National Highway,Dry,Dusk,Police Checkpost,67,55,Female,,No,Intersection,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Goa,Unknown,2018,January,Saturday,12:7,Fatal,2,Pedestrian,7,5,Hazy,Village Road,Under Construction,Dark,,117,39,Male,,Yes,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Gujarat,Vadodara,2021,June,Friday,2:27,Minor,5,Bus,2,3,Clear,National Highway,Dry,Dusk,,118,35,Female,Expired,No,Bridge,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Haryana,Unknown,2022,January,Sunday,11:42,Minor,5,Two-Wheeler,9,2,Hazy,Urban Road,Damaged,Daylight,Signs,92,67,Female,,No,Straight Road,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Puducherry,Unknown,2020,May,Saturday,21:52,Fatal,1,Car,1,0,Clear,State Highway,Damaged,Dark,Signs,95,31,Male,Valid,Yes,Straight Road,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Jharkhand,Unknown,2021,September,Wednesday,20:39,Serious,1,Car,3,0,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,95,19,Female,Valid,No,Intersection,"Unknown, Jharkhand",23.75,85.5,"unnamed road, Ramgarh, - 825316, Jharkhand, India",Ramgarh
Goa,Unknown,2019,April,Friday,14:14,Serious,1,Car,6,5,Clear,National Highway,Damaged,Dark,Police Checkpost,78,36,Male,Valid,No,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Bihar,Unknown,2018,October,Sunday,15:54,Minor,3,Auto-Rickshaw,1,2,Hazy,National Highway,Under Construction,Dusk,Signals,65,40,Male,Expired,No,Intersection,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Jammu and Kashmir,Unknown,2023,February,Monday,0:6,Serious,5,Auto-Rickshaw,2,1,Rainy,Village Road,Wet,Dawn,Police Checkpost,52,50,Male,Expired,Yes,Bridge,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Jammu and Kashmir,Unknown,2023,February,Friday,14:10,Serious,2,Car,4,1,Rainy,National Highway,Dry,Dark,Signs,61,29,Male,Valid,Yes,Bridge,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Madhya Pradesh,Unknown,2023,October,Friday,7:18,Fatal,2,Truck,3,0,Clear,National Highway,Wet,Dark,Signals,85,23,Female,Valid,No,Straight Road,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Arunachal Pradesh,Unknown,2019,March,Saturday,5:38,Fatal,5,Bus,9,2,Hazy,State Highway,Damaged,Daylight,Signs,119,44,Male,Valid,Yes,Intersection,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
Uttar Pradesh,Kanpur,2020,September,Wednesday,10:4,Fatal,2,Truck,0,3,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,31,59,Female,,Yes,Straight Road,"Kanpur, Uttar Pradesh",26.4609135,80.3217588,"Kalpi Road, Kanpur Nagar, Kanpur - 208022, Uttar Pradesh, India",Kanpur Nagar
Meghalaya,Unknown,2023,June,Thursday,8:14,Fatal,3,Pedestrian,0,2,Stormy,Village Road,Damaged,Dusk,Police Checkpost,115,58,Female,Expired,No,Bridge,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Rajasthan,Udaipur,2021,May,Sunday,0:11,Serious,5,Car,8,4,Rainy,Urban Road,Wet,Dark,Signals,105,48,Female,,Yes,Intersection,"Udaipur, Rajasthan",24.578721,73.6862571,"unnamed road, Udaipur, Udaipur - 313001, Rajasthan, India",Udaipur
Delhi,Rohini,2023,March,Tuesday,9:2,Minor,2,Truck,7,5,Foggy,Urban Road,Wet,Daylight,Police Checkpost,40,32,Female,Expired,Yes,Intersection,"Rohini, Delhi",28.7162092,77.1170743,"HL Parwana Road, Rohini, - 110085, Delhi, India",Rohini
Mizoram,Unknown,2022,February,Wednesday,14:0,Serious,5,Truck,8,2,Clear,Village Road,Dry,Daylight,Police Checkpost,35,35,Male,Valid,Yes,Curve,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Nagaland,Unknown,2021,February,Tuesday,16:7,Minor,2,Truck,6,0,Foggy,Village Road,Dry,Dawn,Signals,88,70,Female,Expired,Yes,Intersection,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Kerala,Unknown,2022,August,Wednesday,22:12,Minor,4,Truck,4,0,Hazy,Village Road,Under Construction,Dusk,Police Checkpost,62,21,Male,Valid,Yes,Intersection,"Unknown, Kerala",9.9627112,76.2897971,"Manikkath Road, Perumanoor, Ernakulam - 680016, Kerala, India",Perumanoor
Himachal Pradesh,Unknown,2020,July,Monday,19:19,Serious,5,Cycle,5,5,Stormy,Village Road,Dry,Dark,Police Checkpost,61,69,Male,Valid,Yes,Curve,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Uttarakhand,Unknown,2018,August,Friday,19:58,Minor,1,Bus,10,2,Stormy,State Highway,Dry,Dusk,Police Checkpost,120,29,Female,Valid,Yes,Bridge,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Uttar Pradesh,Kanpur,2023,October,Friday,6:13,Serious,1,Two-Wheeler,4,1,Foggy,State Highway,Damaged,Dawn,Police Checkpost,120,20,Male,Valid,Yes,Intersection,"Kanpur, Uttar Pradesh",26.4609135,80.3217588,"Kalpi Road, Kanpur Nagar, Kanpur - 208022, Uttar Pradesh, India",Kanpur Nagar
Mizoram,Unknown,2020,April,Saturday,3:34,Fatal,2,Bus,9,5,Stormy,Village Road,Dry,Dusk,Signals,120,44,Female,,Yes,Straight Road,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Arunachal Pradesh,Unknown,2021,May,Tuesday,5:25,Fatal,3,Two-Wheeler,7,5,Hazy,Urban Road,Dry,Daylight,,33,63,Male,Expired,No,Bridge,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
Nagaland,Unknown,2020,July,Tuesday,23:36,Fatal,4,Bus,6,1,Clear,State Highway,Under Construction,Dawn,Signals,106,64,Female,Valid,Yes,Curve,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Bihar,Unknown,2019,December,Saturday,6:39,Fatal,4,Bus,8,0,Hazy,Urban Road,Wet,Dusk,Signs,74,33,Male,Expired,Yes,Straight Road,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Delhi,Dwarka,2020,April,Wednesday,23:54,Minor,3,Auto-Rickshaw,9,0,Foggy,Urban Road,Under Construction,Dawn,,79,19,Male,Valid,Yes,Intersection,"Dwarka, Delhi",28.6149362,77.0227628,"Dwarka (Blue Line), स्वतंत्रता सेनानी श्री छोटू मार्ग, South West Delhi, Dwarka - 110078, Delhi, India",स्वतंत्रता सेनानी श्री छोटू मार्ग
Punjab,Unknown,2022,May,Thursday,22:25,Serious,1,Pedestrian,7,5,Foggy,National Highway,Dry,Dusk,Signals,69,19,Male,,No,Curve,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Chandigarh,Unknown,2022,May,Sunday,7:15,Minor,2,Pedestrian,1,3,Stormy,State Highway,Dry,Dark,Signs,73,28,Female,Valid,Yes,Bridge,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
West Bengal,Kolkata,2019,November,Friday,2:15,Serious,1,Two-Wheeler,7,2,Rainy,National Highway,Damaged,Dawn,Police Checkpost,71,38,Male,Expired,Yes,Curve,"Kolkata, West Bengal",22.5726459,88.3638953,"Chatterjee Lane, Bowbazar, Kolkata - 700073, West Bengal, India",Bowbazar
Jharkhand,Unknown,2020,July,Sunday,17:40,Fatal,5,Car,0,2,Foggy,Urban Road,Dry,Daylight,,38,26,Female,,Yes,Intersection,"Unknown, Jharkhand",23.75,85.5,"unnamed road, Ramgarh, - 825316, Jharkhand, India",Ramgarh
Tripura,Unknown,2019,January,Sunday,18:48,Fatal,4,Cycle,2,5,Stormy,National Highway,Wet,Dark,Signs,97,49,Male,Valid,No,Bridge,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Tamil Nadu,Coimbatore,2018,October,Saturday,19:23,Serious,1,Bus,2,1,Foggy,State Highway,Dry,Dawn,Signs,59,18,Female,Expired,No,Straight Road,"Coimbatore, Tamil Nadu",11.0018115,76.9628425,"Station Flyover, Ward 25, Coimbatore - 641001, Tamil Nadu, India",Ward 25
Goa,Unknown,2018,June,Friday,0:37,Minor,2,Car,10,5,Clear,Village Road,Wet,Dark,Signals,86,23,Male,,Yes,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Chandigarh,Unknown,2019,December,Wednesday,12:58,Minor,5,Cycle,6,4,Rainy,Urban Road,Under Construction,Daylight,,103,43,Male,,Yes,Bridge,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
Haryana,Unknown,2020,March,Wednesday,17:12,Serious,2,Pedestrian,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,113,34,Female,Expired,No,Intersection,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Nagaland,Unknown,2021,August,Thursday,13:19,Minor,4,Cycle,7,0,Stormy,Village Road,Dry,Daylight,Signals,103,40,Female,Valid,No,Straight Road,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Odisha,Unknown,2021,January,Tuesday,5:52,Fatal,1,Pedestrian,1,0,Rainy,State Highway,Damaged,Dark,Signs,41,61,Male,Valid,No,Curve,"Unknown, Odisha",18.9668959,84.3684974,"Unknown Temple, Bhima point tracking Path, Gajapati, Burakhat, Odisha, India",Bhima point tracking Path
Gujarat,Ahmedabad,2019,July,Wednesday,7:25,Minor,3,Bus,10,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,35,68,Male,Expired,No,Intersection,"Ahmedabad, Gujarat",23.0215374,72.5800568,"Dargah, Swami Vivekananda Road, Khadia, Ahmedabad - 380001, Gujarat, India",Swami Vivekananda Road
Haryana,Unknown,2020,August,Wednesday,3:59,Fatal,3,Car,3,5,Foggy,State Highway,Under Construction,Dawn,Signs,38,67,Male,Expired,Yes,Bridge,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Meghalaya,Unknown,2021,April,Monday,15:39,Serious,5,Cycle,3,0,Hazy,Village Road,Dry,Dawn,,42,38,Male,Expired,Yes,Straight Road,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Jammu and Kashmir,Unknown,2019,October,Wednesday,13:54,Serious,5,Truck,7,2,Clear,Urban Road,Wet,Dawn,Signals,103,43,Female,Expired,Yes,Bridge,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
West Bengal,Kolkata,2018,January,Friday,11:11,Serious,5,Pedestrian,2,3,Clear,National Highway,Dry,Dawn,Signals,31,46,Male,Valid,Yes,Straight Road,"Kolkata, West Bengal",22.5726459,88.3638953,"Chatterjee Lane, Bowbazar, Kolkata - 700073, West Bengal, India",Bowbazar
Tripura,Unknown,2018,April,Monday,19:54,Serious,4,Two-Wheeler,2,3,Clear,Urban Road,Under Construction,Dawn,Signs,110,50,Female,Expired,No,Bridge,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Goa,Unknown,2018,May,Friday,17:21,Minor,3,Truck,4,2,Stormy,Village Road,Wet,Dusk,Police Checkpost,41,47,Female,Expired,Yes,Intersection,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Arunachal Pradesh,Unknown,2021,July,Sunday,15:59,Minor,3,Auto-Rickshaw,5,3,Hazy,National Highway,Damaged,Dawn,,51,37,Male,,No,Straight Road,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
West Bengal,Siliguri,2023,November,Thursday,18:19,Serious,5,Car,7,4,Hazy,National Highway,Damaged,Dawn,,70,49,Male,Expired,Yes,Curve,"Siliguri, West Bengal",26.7164127,88.4309916,"unnamed road, Darjeeling, Siliguri - 734001, West Bengal, India",Darjeeling
Gujarat,Vadodara,2020,October,Thursday,7:21,Serious,1,Bus,2,3,Hazy,State Highway,Dry,Dusk,,42,60,Male,,No,Intersection,"Vadodara, Gujarat",22.2973142,73.1942567,"unnamed road, Manjalpur, Vadodara - 390001, Gujarat, India",Manjalpur
Bihar,Unknown,2021,February,Friday,15:4,Serious,2,Car,8,0,Stormy,National Highway,Damaged,Dusk,Signs,32,60,Male,Expired,Yes,Intersection,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Himachal Pradesh,Unknown,2020,December,Wednesday,22:13,Minor,2,Car,0,2,Stormy,State Highway,Wet,Dawn,Signs,105,40,Male,Valid,No,Curve,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Haryana,Unknown,2018,May,Sunday,3:36,Serious,2,Car,8,0,Hazy,National Highway,Dry,Dusk,Signs,35,42,Male,,No,Bridge,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Manipur,Unknown,2022,September,Friday,23:52,Serious,4,Auto-Rickshaw,8,3,Hazy,Village Road,Wet,Dawn,,64,54,Female,Expired,Yes,Bridge,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Tamil Nadu,Chennai,2021,December,Sunday,2:43,Fatal,4,Auto-Rickshaw,5,4,Stormy,Urban Road,Wet,Dusk,,31,56,Male,Valid,No,Bridge,"Chennai, Tamil Nadu",13.0836939,80.270186,"KFC, Rama Pillai Street, Zone 5 Royapuram, Chennai - 600001, Tamil Nadu, India",Rama Pillai Street
Chandigarh,Unknown,2018,December,Sunday,23:1,Serious,1,Cycle,4,2,Stormy,National Highway,Under Construction,Daylight,,78,52,Male,Valid,Yes,Intersection,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
Chhattisgarh,Unknown,2022,January,Saturday,5:4,Serious,2,Car,5,4,Clear,National Highway,Damaged,Daylight,Signs,105,32,Female,,No,Curve,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Goa,Unknown,2020,June,Saturday,6:17,Minor,2,Pedestrian,8,4,Rainy,National Highway,Damaged,Dawn,Police Checkpost,100,30,Female,,Yes,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Himachal Pradesh,Unknown,2022,October,Saturday,4:10,Fatal,4,Truck,6,1,Foggy,Urban Road,Under Construction,Daylight,Signals,70,33,Female,Expired,No,Intersection,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Tamil Nadu,Coimbatore,2020,April,Sunday,10:19,Fatal,2,Auto-Rickshaw,1,5,Rainy,Village Road,Dry,Dawn,Signals,73,51,Male,Expired,No,Bridge,"Coimbatore, Tamil Nadu",11.0018115,76.9628425,"Station Flyover, Ward 25, Coimbatore - 641001, Tamil Nadu, India",Ward 25
Arunachal Pradesh,Unknown,2022,February,Saturday,6:8,Serious,2,Car,5,4,Foggy,Village Road,Wet,Dark,Police Checkpost,47,37,Male,Expired,Yes,Curve,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
