State Name,Year,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Speed Limit (km/h),Driver Age,Driver Gender,Accident Location Details,Time_of_Day_Numerical,Alcohol Involvement_Yes
Telangana,2018,5,7,0,3,7,9,1,4,5,2,4,106,63,1,1,17700,0
Tripura,2022,5,6,0,3,1,10,4,7,6,1,3,105,38,2,1,80700,1
Goa,2023,5,3,2,5,1,5,0,1,6,2,2,84,63,2,8,69840,1
Karnataka,2021,5,6,0,3,1,1,3,4,4,2,3,57,60,2,8,41520,1
Arunachal Pradesh,2022,5,1,0,5,7,8,4,1,4,2,2,103,66,1,8,68520,0
Jammu and Kashmir,2023,5,7,2,3,6,1,5,7,6,2,4,70,43,2,8,84180,1
Andhra Pradesh,2021,5,5,1,4,7,9,5,7,6,2,2,71,37,2,7,49500,1
Gujarat,2021,5,4,2,3,4,2,0,4,6,1,1,57,60,1,7,67140,1
Maharashtra,2019,5,5,0,3,1,4,0,2,6,2,3,39,23,2,1,52080,0
Madhya Pradesh,2023,5,4,0,5,6,4,0,7,6,6,1,103,40,2,4,18480,0
Delhi,2023,5,6,0,3,4,0,3,1,5,5,2,96,49,2,1,66180,1
Telangana,2022,5,6,2,5,4,10,3,2,6,5,4,67,64,1,7,62940,1
Tripura,2020,5,2,2,2,4,5,5,1,6,1,1,118,54,2,8,78780,1
Gujarat,2021,5,4,0,5,2,7,5,7,5,2,1,69,21,2,7,24300,1
Rajasthan,2018,5,4,0,3,2,5,4,1,5,1,4,58,66,2,1,42900,1
Odisha,2018,5,5,1,1,6,0,1,4,6,5,1,91,68,1,4,13260,0
Assam,2020,5,1,1,4,7,10,5,4,5,2,3,81,50,1,8,27780,0
Chandigarh,2023,5,7,2,2,4,9,4,2,6,5,3,69,28,2,4,3000,1
Tamil Nadu,2021,5,5,1,2,8,2,1,7,5,5,2,59,66,1,1,83880,1
Mizoram,2022,5,1,1,4,1,7,1,1,6,1,1,87,56,1,7,40620,0
Uttarakhand,2023,5,2,0,2,6,6,1,7,4,2,4,31,20,1,4,67200,0
Madhya Pradesh,2021,5,1,2,3,8,9,5,2,6,2,4,104,22,1,4,86160,1
Jharkhand,2023,5,6,2,2,4,5,0,2,6,2,2,75,41,2,8,18840,0
Meghalaya,2023,5,3,1,3,4,3,3,1,5,1,1,49,30,2,7,12180,1
Manipur,2021,5,2,0,1,8,10,2,7,5,2,1,101,45,1,8,59820,1
Himachal Pradesh,2023,5,7,0,2,2,9,5,2,5,5,3,86,21,2,8,69360,1
Uttarakhand,2019,5,6,0,5,7,5,1,4,5,6,2,60,33,2,4,13740,1
Kerala,2021,5,3,1,5,2,10,1,4,6,2,2,79,57,2,8,5100,1
Puducherry,2019,5,4,2,5,8,9,2,1,6,1,1,65,52,2,1,81840,1
Puducherry,2018,5,5,2,1,4,1,1,2,4,6,2,58,59,1,4,56100,1
Maharashtra,2020,5,7,2,4,1,5,0,1,6,6,2,87,69,2,4,44880,1
Bihar,2020,5,1,2,2,4,3,2,4,6,6,1,106,52,2,4,74940,1
Delhi,2022,5,2,0,2,1,5,5,7,6,2,4,60,64,2,7,40140,0
Odisha,2018,5,4,0,1,4,10,0,7,4,2,1,51,59,1,7,81180,0
West Bengal,2018,5,3,1,4,8,10,1,4,4,6,4,37,35,2,7,75540,0
Madhya Pradesh,2023,5,4,1,2,6,10,5,4,4,5,1,35,21,1,1,85620,1
Sikkim,2022,5,1,1,2,8,10,0,1,5,2,3,72,24,1,4,38940,1
Puducherry,2022,5,6,0,5,7,2,0,1,4,1,2,78,58,2,8,85380,0
Uttar Pradesh,2021,5,3,2,3,6,3,2,7,4,5,2,54,24,1,1,35220,1
Uttar Pradesh,2022,5,4,1,5,2,7,5,4,6,2,4,98,50,2,4,13800,0
Sikkim,2018,5,3,0,3,4,4,1,7,6,6,4,87,18,1,8,59460,1
Andhra Pradesh,2018,5,1,0,2,7,1,1,4,6,1,1,92,27,2,4,72780,1
Rajasthan,2018,5,1,1,1,6,4,5,7,6,5,2,73,23,1,7,25260,1
Andhra Pradesh,2021,5,2,0,1,7,9,2,7,4,5,4,46,44,1,8,12060,0
Karnataka,2018,5,7,1,2,1,5,3,4,6,2,2,118,55,2,1,13140,1
Haryana,2023,5,5,0,4,4,3,2,7,6,2,4,64,31,2,7,22500,0
Uttar Pradesh,2021,5,3,0,3,8,3,0,1,6,1,1,101,34,2,4,32580,0
Haryana,2018,5,1,0,1,1,9,1,2,6,6,1,120,46,1,1,82860,0
Bihar,2023,5,6,1,3,7,5,1,1,6,2,4,83,24,1,7,85140,1
Haryana,2019,5,1,1,4,8,0,1,7,4,1,1,31,44,2,8,74280,1
Assam,2019,5,5,1,4,8,9,5,1,6,2,4,107,26,1,1,51300,0
Assam,2022,5,2,0,1,2,2,3,7,6,5,4,54,55,2,1,4740,0
Odisha,2020,5,4,0,5,4,0,0,4,6,5,4,76,62,1,8,11580,1
Chandigarh,2020,5,1,0,5,7,10,1,7,4,6,3,100,66,2,1,46320,0
Maharashtra,2021,5,2,1,3,4,10,4,1,6,1,2,52,26,2,1,72360,1
Uttar Pradesh,2023,5,5,2,5,6,5,1,2,4,1,3,81,31,1,4,72780,0
Manipur,2023,5,4,0,3,1,2,1,7,6,1,1,63,60,1,8,14580,0
Karnataka,2022,5,2,0,1,2,3,2,1,6,1,1,109,23,2,7,29640,0
Haryana,2022,5,1,1,2,2,4,0,7,6,1,3,114,48,1,7,3840,0
Nagaland,2023,5,4,2,1,7,8,3,4,6,1,3,84,18,2,1,27420,0
Goa,2022,5,6,2,3,7,8,5,4,4,2,3,98,59,2,1,57900,0
Uttarakhand,2019,5,7,1,1,1,6,5,2,4,5,1,44,20,1,8,65160,0
Manipur,2019,5,3,0,4,1,9,2,4,6,2,2,59,41,2,8,66240,0
Haryana,2020,5,3,2,3,8,6,3,7,6,5,4,32,26,1,4,81360,1
Jammu and Kashmir,2022,5,6,2,1,8,6,1,7,6,2,2,31,43,1,4,51360,0
Mizoram,2023,5,7,2,3,7,8,0,1,6,6,3,65,19,2,7,3540,1
Manipur,2020,5,1,2,2,7,8,1,1,5,1,2,93,32,1,4,59880,0
Andhra Pradesh,2018,5,1,2,1,6,3,1,7,6,6,2,98,22,2,8,35040,0
Andhra Pradesh,2022,5,5,1,2,4,8,4,2,5,1,3,59,56,1,7,23400,0
Andhra Pradesh,2019,5,1,0,4,2,2,3,7,5,2,2,112,46,2,7,46020,0
Delhi,2021,5,5,1,1,2,0,0,7,6,2,2,92,41,1,7,24600,0
Tamil Nadu,2021,5,1,1,1,2,10,3,2,4,6,3,30,51,2,8,3060,1
Bihar,2022,5,6,2,1,7,9,1,4,6,6,2,32,69,2,7,25560,0
Kerala,2020,5,7,2,1,4,2,5,7,4,6,1,96,43,1,7,53580,0
Delhi,2022,5,3,2,5,7,1,4,7,5,2,2,84,21,2,7,43080,0
Rajasthan,2021,5,7,0,1,7,2,1,1,4,5,3,80,34,2,1,44580,1
Odisha,2022,5,3,0,2,4,9,4,2,6,6,1,37,37,1,4,900,0
Maharashtra,2021,5,6,0,2,8,0,4,1,6,5,3,101,36,1,8,41940,1
Karnataka,2023,5,2,2,3,1,4,0,7,5,5,3,42,30,1,7,50820,1
Meghalaya,2020,5,3,0,5,8,5,2,7,4,1,3,49,28,1,1,5880,1
Madhya Pradesh,2021,5,2,0,5,8,4,4,4,4,6,3,105,67,1,1,27360,1
Nagaland,2021,5,2,2,1,4,10,4,1,5,6,1,39,66,1,1,77820,1
Andhra Pradesh,2019,5,6,1,5,7,7,4,7,6,1,4,77,49,1,1,14340,0
Karnataka,2022,5,2,0,1,4,3,1,7,6,6,2,31,57,2,8,1800,1
Manipur,2022,5,7,0,1,2,8,0,7,6,1,2,61,29,1,7,46560,1
Odisha,2022,5,4,2,5,7,10,2,7,4,6,2,50,33,1,1,28260,0
Delhi,2019,5,5,0,2,1,5,0,1,5,6,2,108,46,1,8,30420,0
Puducherry,2020,5,7,1,4,1,4,0,7,5,2,1,85,26,2,1,70680,0
Mizoram,2019,5,1,2,5,2,1,1,2,6,5,2,39,52,2,1,29580,0
Odisha,2023,5,2,0,4,2,6,0,7,6,1,1,34,53,2,4,52080,1
Arunachal Pradesh,2021,5,4,1,1,7,3,0,1,6,2,3,75,52,1,8,75900,1
Chhattisgarh,2021,5,6,2,2,7,6,0,4,5,2,1,40,27,2,1,61620,1
Jammu and Kashmir,2019,5,4,1,3,6,0,3,1,4,2,2,96,32,2,8,53220,0
Tripura,2021,5,3,1,1,6,1,3,1,5,6,1,107,64,2,4,78120,0
Delhi,2021,5,4,0,2,7,7,0,1,4,2,3,72,20,2,1,65940,0
West Bengal,2023,5,2,2,3,1,8,5,4,6,6,1,94,47,1,4,6960,0
Kerala,2019,5,4,0,3,2,3,0,2,5,6,1,35,50,2,7,80880,1
Uttarakhand,2020,5,5,2,3,6,10,2,4,5,2,4,61,34,1,1,31800,0
Punjab,2018,5,2,1,4,6,1,2,4,6,6,4,30,69,1,1,27660,1
Telangana,2021,5,2,2,5,4,9,5,4,6,2,4,45,66,2,1,76020,1
Tamil Nadu,2020,5,4,0,2,2,3,2,7,5,6,3,115,54,1,7,40680,0
Tripura,2023,5,6,2,5,8,10,5,7,5,1,1,35,55,2,8,71520,0
Punjab,2019,5,6,2,4,7,3,5,7,6,6,4,66,18,2,4,40860,0
Manipur,2018,5,7,0,5,4,1,3,7,6,2,4,34,42,1,1,62340,0
Puducherry,2019,5,1,1,3,7,8,0,4,6,6,2,99,43,1,7,68460,1
West Bengal,2023,5,2,1,4,2,5,0,7,5,1,4,73,19,2,4,6780,1
Jharkhand,2023,5,6,2,5,6,6,3,4,5,5,4,59,42,1,7,28020,0
Chandigarh,2021,5,3,2,4,6,4,0,1,4,6,4,46,70,1,1,77640,1
Chhattisgarh,2018,5,5,2,5,4,10,2,1,4,6,3,85,39,1,7,84360,1
Manipur,2020,5,3,0,3,1,0,1,7,6,5,4,98,66,2,4,14460,1
Tripura,2023,5,6,2,1,2,5,0,2,4,1,4,34,42,2,8,25920,1
Meghalaya,2021,5,3,1,1,6,0,5,2,5,1,2,79,23,2,7,62520,1
Haryana,2020,5,7,0,1,7,3,3,1,6,6,4,70,27,1,1,55800,1
Punjab,2018,5,6,2,5,4,1,0,7,6,5,2,112,34,1,7,77580,0
Meghalaya,2020,5,4,2,5,8,9,0,7,6,1,4,103,56,2,7,85200,0
Goa,2021,5,1,0,1,1,7,2,7,4,2,2,41,26,1,7,4680,1
Goa,2023,5,3,0,4,7,2,3,2,6,2,4,63,58,2,1,82740,1
Tamil Nadu,2022,5,5,1,3,7,1,0,4,5,1,4,61,48,1,4,69540,0
Puducherry,2021,5,3,0,2,2,2,0,1,5,2,3,93,67,2,7,80580,1
Telangana,2019,5,1,0,3,8,1,1,4,6,6,3,117,61,2,7,53220,0
Meghalaya,2019,5,1,0,2,2,4,2,7,6,1,4,33,49,2,1,65280,0
Uttar Pradesh,2020,5,5,1,3,7,10,3,7,6,2,4,97,63,1,4,21120,0
Uttarakhand,2019,5,3,0,5,7,1,4,7,5,5,2,115,48,2,7,76320,1
Jammu and Kashmir,2019,5,2,1,5,6,2,4,2,6,2,2,70,53,1,7,68280,0
Goa,2018,5,2,0,3,2,5,2,1,5,5,3,65,59,2,7,26700,0
Puducherry,2022,5,4,0,3,1,10,3,2,5,5,3,99,28,2,1,59040,0
Sikkim,2022,5,1,0,5,4,5,0,7,6,6,4,102,48,2,7,56280,0
Uttar Pradesh,2019,5,1,1,5,1,7,5,1,6,6,3,44,34,2,7,25500,1
Uttarakhand,2022,5,7,0,1,2,1,0,2,5,6,4,42,67,1,1,54660,0
Uttarakhand,2018,5,7,1,2,1,5,2,4,4,6,4,86,56,2,4,70140,1
Sikkim,2022,5,4,1,4,6,6,1,2,6,2,3,34,23,1,1,4500,0
Uttar Pradesh,2022,5,5,2,2,2,3,5,1,4,6,1,73,54,2,7,43680,1
Madhya Pradesh,2022,5,7,2,3,2,8,5,2,5,2,3,114,41,1,4,3960,0
Telangana,2023,5,1,0,1,1,1,1,7,4,1,1,75,38,2,1,27660,0
Meghalaya,2021,5,5,1,2,2,10,3,7,5,1,2,35,48,1,4,32460,0
Tripura,2018,5,3,0,2,7,9,0,1,4,5,3,56,53,1,8,18300,1
Puducherry,2018,5,1,0,4,8,3,3,7,4,1,4,70,58,2,7,55020,1
Maharashtra,2021,5,5,0,1,6,4,4,7,6,2,2,91,51,1,7,46680,1
Tamil Nadu,2023,5,1,2,5,1,7,5,1,6,5,3,44,21,2,1,35220,0
Chandigarh,2021,5,5,1,3,7,8,1,4,6,1,3,106,53,1,1,33240,0
Andhra Pradesh,2020,5,1,2,2,6,0,2,4,6,5,4,50,50,1,7,85140,0
Chhattisgarh,2020,5,7,1,4,4,8,2,4,4,1,3,74,47,1,1,14520,1
Mizoram,2019,5,6,1,3,8,10,3,2,6,1,3,109,19,1,4,18360,1
Madhya Pradesh,2018,5,4,0,5,7,9,2,4,4,5,4,97,55,2,8,53880,0
Himachal Pradesh,2019,5,5,1,2,1,9,5,7,5,5,4,49,51,2,1,66240,1
Bihar,2018,5,3,1,5,1,5,1,4,4,2,2,55,67,1,8,46500,1
Tripura,2023,5,6,1,1,6,7,4,2,6,5,2,89,55,1,8,10200,0
Gujarat,2018,5,2,0,2,8,7,5,7,4,6,2,78,48,2,8,19020,1
West Bengal,2020,5,4,0,1,6,2,0,7,6,2,2,32,23,2,4,22740,0
Andhra Pradesh,2020,5,6,2,5,4,5,4,2,6,2,3,101,26,2,4,41400,1
Arunachal Pradesh,2020,5,3,0,5,7,2,5,7,5,1,4,35,29,1,7,80040,0
Madhya Pradesh,2020,5,7,1,5,8,10,4,7,4,5,1,58,54,2,4,8520,0
Andhra Pradesh,2023,5,2,2,3,1,2,1,7,5,2,3,91,38,2,4,72420,0
Tamil Nadu,2020,5,1,2,4,8,9,1,4,6,6,3,114,49,1,7,25080,1
Nagaland,2023,5,6,0,3,6,5,1,4,5,5,4,74,19,2,1,52920,1
Bihar,2018,5,5,0,4,1,2,4,7,6,2,1,34,49,1,1,28860,0
Jharkhand,2022,5,3,1,4,7,10,3,2,6,6,4,87,54,2,7,7380,0
Tripura,2019,5,5,1,4,2,8,2,4,4,6,1,51,49,2,4,63480,0
Rajasthan,2018,5,6,0,1,7,0,5,1,5,5,4,94,26,1,4,34440,0
Tripura,2020,5,1,1,1,6,2,1,2,5,2,2,85,19,2,8,2160,0
Mizoram,2023,5,6,1,3,7,1,4,2,5,5,4,53,50,2,1,6780,1
Jammu and Kashmir,2018,5,1,0,3,6,7,3,4,6,1,1,57,70,2,1,27960,0
Haryana,2021,5,2,2,4,2,8,4,7,6,5,3,104,55,2,8,68940,0
Jammu and Kashmir,2022,5,3,1,3,4,1,1,7,4,6,3,93,50,1,7,16500,1
Uttar Pradesh,2021,5,4,2,3,6,7,2,4,4,2,2,51,49,1,8,23100,1
Arunachal Pradesh,2022,5,3,1,2,2,8,1,2,6,5,4,76,23,2,4,52980,0
Uttarakhand,2018,5,1,0,2,7,9,2,2,5,1,4,90,19,2,7,60420,0
Chhattisgarh,2022,5,4,2,1,4,8,5,1,6,5,1,33,52,2,7,2940,0
Bihar,2019,5,4,1,2,7,7,5,7,4,6,4,42,39,2,7,67680,1
Manipur,2020,5,3,2,1,7,10,3,7,5,2,1,33,23,2,8,10380,0
Chandigarh,2021,5,4,2,3,2,3,4,2,6,5,2,117,41,1,7,23820,1
Andhra Pradesh,2019,5,4,2,1,6,0,0,7,5,1,2,53,68,2,7,22860,0
Haryana,2021,5,2,0,3,2,7,0,7,4,1,3,84,40,1,7,51600,0
Manipur,2022,5,2,2,5,7,8,0,7,4,1,3,78,58,2,1,36300,1
Manipur,2020,5,7,1,3,8,1,5,4,6,1,3,64,59,2,7,9360,0
Tamil Nadu,2019,5,5,1,5,4,9,4,7,6,6,1,55,39,1,8,23520,0
Tamil Nadu,2018,5,7,1,3,1,5,3,1,6,1,2,120,39,1,4,39240,0
Odisha,2021,5,2,1,5,4,2,5,7,5,2,1,101,58,1,7,19260,1
Chhattisgarh,2020,5,2,1,2,2,9,1,2,6,2,1,80,70,1,7,23580,1
Kerala,2022,5,4,2,5,4,2,3,2,4,2,4,53,54,1,8,84840,1
Madhya Pradesh,2021,5,3,2,4,7,4,2,1,5,5,2,33,57,1,8,81000,1
Chhattisgarh,2018,5,7,2,3,4,6,2,7,6,6,4,108,37,2,1,31500,1
Chhattisgarh,2023,5,4,2,4,7,0,5,1,5,2,2,55,18,2,7,41340,1
Chhattisgarh,2021,5,5,0,5,6,10,0,4,4,6,2,76,70,2,8,1020,0
Tripura,2021,5,4,2,1,8,3,3,7,5,2,3,70,67,1,7,51120,1
Delhi,2022,5,7,1,3,7,10,3,1,5,2,2,46,32,2,1,18000,0
Himachal Pradesh,2023,5,7,2,4,8,5,3,1,6,5,4,42,43,2,1,19860,1
Uttarakhand,2022,5,7,2,3,8,3,1,1,4,6,4,52,33,1,7,53940,0
Delhi,2021,5,5,1,4,8,4,4,7,4,2,3,36,69,1,7,34380,1
Punjab,2023,5,1,1,4,2,5,4,2,5,1,4,60,67,1,7,38400,0
Mizoram,2020,5,4,0,3,7,0,2,4,6,6,1,41,62,1,8,45780,1
Andhra Pradesh,2018,5,4,1,5,8,3,2,7,6,6,4,58,33,1,7,65880,0
Chhattisgarh,2020,5,3,0,5,7,0,3,1,6,5,2,98,25,2,1,26640,0
Nagaland,2022,5,4,1,1,1,1,3,4,6,2,1,93,61,2,1,31500,0
Sikkim,2021,5,3,0,4,6,7,5,1,4,6,4,87,18,1,1,300,0
Uttarakhand,2023,5,4,0,4,7,2,5,2,4,2,2,117,52,1,7,16200,1
Bihar,2021,5,7,0,4,8,7,1,1,5,2,2,113,50,1,1,33900,0
Goa,2018,5,4,0,5,2,7,0,2,4,6,1,116,37,2,1,86340,0
Assam,2023,5,7,1,1,4,1,2,1,4,1,1,41,25,1,1,50580,0
Madhya Pradesh,2019,5,1,2,2,6,2,5,7,6,2,1,42,24,1,8,74460,0
Jharkhand,2019,5,3,0,1,8,6,5,2,4,5,1,74,38,2,7,80160,0
Mizoram,2022,5,1,2,3,7,6,2,1,5,5,3,37,50,1,4,71820,1
Rajasthan,2022,5,4,0,5,4,8,5,1,4,2,4,112,23,2,8,28320,1
Nagaland,2023,5,1,2,2,1,1,0,4,4,2,3,116,22,2,4,9540,0
Nagaland,2020,5,3,0,2,7,1,0,7,6,5,3,90,55,2,4,23520,1
Nagaland,2022,5,2,1,3,7,2,0,4,5,2,3,76,22,2,7,20580,0
Gujarat,2022,5,2,1,1,4,9,5,2,4,6,1,97,30,2,4,67920,0
Andhra Pradesh,2021,5,6,0,2,7,5,0,7,6,2,1,102,62,2,1,80640,0
Arunachal Pradesh,2020,5,4,2,1,7,3,1,4,4,1,3,108,48,1,4,62940,0
Rajasthan,2020,5,4,1,2,7,3,2,2,5,5,4,67,29,2,8,30420,1
Chhattisgarh,2018,5,1,0,2,7,3,0,7,4,6,4,72,59,2,7,76200,1
Karnataka,2020,5,1,2,2,7,9,3,4,5,5,3,94,62,2,8,55860,0
Assam,2018,5,6,2,5,4,1,3,2,4,5,3,56,38,2,4,9480,1
Himachal Pradesh,2019,5,1,1,5,7,5,1,4,5,2,1,45,53,1,8,79860,1
Odisha,2019,5,6,1,4,1,4,0,7,5,1,4,57,25,2,4,61080,0
Madhya Pradesh,2020,5,7,0,4,7,6,5,1,5,6,4,100,19,1,7,29100,0
Nagaland,2022,5,1,1,3,7,1,4,7,5,5,2,36,21,1,8,43080,1
Haryana,2023,5,1,0,3,6,0,5,4,6,2,2,106,58,2,4,23520,0
Tamil Nadu,2022,5,4,1,5,6,2,4,7,6,1,1,74,44,2,4,37320,0
Nagaland,2020,5,6,0,5,4,6,4,2,4,5,3,35,31,2,1,28380,1
Bihar,2023,5,7,0,4,6,10,1,7,6,6,4,63,21,2,1,44760,1
Delhi,2019,5,1,2,2,7,4,1,2,6,5,1,63,47,1,4,44940,0
Sikkim,2019,5,1,0,5,6,0,3,7,6,6,1,80,63,2,1,25500,1
Delhi,2020,5,4,1,4,1,0,3,4,6,6,3,35,36,1,1,80820,1
Gujarat,2022,5,7,1,1,2,10,1,2,5,2,3,83,28,1,4,48720,1
Kerala,2022,5,4,2,3,7,8,5,1,6,6,2,46,55,2,1,17580,1
Assam,2023,5,7,1,2,7,6,4,2,5,6,4,104,41,2,8,17880,1
Mizoram,2022,5,6,1,4,8,0,3,7,4,5,4,47,23,2,8,69780,0
Manipur,2020,5,5,1,4,6,3,5,4,5,2,2,42,36,1,8,57360,0
Uttarakhand,2019,5,4,2,3,1,8,5,7,6,1,4,73,38,2,1,30540,1
Mizoram,2018,5,5,0,4,4,9,3,1,4,2,4,108,46,2,4,16200,0
Himachal Pradesh,2020,5,6,0,3,7,5,2,7,6,6,1,63,43,2,1,50340,1
Uttarakhand,2021,5,6,0,2,2,7,0,7,6,2,2,39,21,2,7,54840,1
Jammu and Kashmir,2021,5,4,1,1,8,2,0,1,6,2,3,100,56,2,4,31320,1
Goa,2018,5,1,2,1,4,8,3,7,4,5,3,53,63,2,8,55980,0
Arunachal Pradesh,2022,5,5,2,2,8,1,1,7,6,6,4,90,45,1,4,48600,1
Karnataka,2023,5,4,0,5,7,9,3,7,6,5,4,91,29,2,4,39420,0
Haryana,2019,5,3,1,2,7,8,2,4,5,5,2,67,64,1,1,68040,0
Kerala,2021,5,2,1,1,4,7,3,4,6,6,1,46,46,1,8,61260,0
Manipur,2018,5,1,1,1,6,10,0,4,4,6,1,90,48,1,1,44220,0
Rajasthan,2022,5,6,1,4,2,9,3,7,6,1,1,99,49,2,1,62520,0
Tamil Nadu,2023,5,7,0,5,7,5,2,2,6,1,1,32,61,1,4,41940,0
Delhi,2021,5,1,1,2,2,0,3,1,6,2,4,72,63,2,7,48000,0
Odisha,2021,5,2,2,2,8,2,2,7,5,1,3,60,25,2,4,65820,1
Jammu and Kashmir,2023,5,5,2,2,8,7,2,2,5,5,2,61,39,1,1,47820,1
Sikkim,2022,5,4,0,4,1,6,0,7,5,5,3,38,56,2,1,32820,0
Himachal Pradesh,2021,5,4,1,1,2,6,1,7,5,1,3,79,67,1,4,72000,1
Maharashtra,2020,5,4,2,3,2,1,3,2,5,1,1,63,59,2,1,30480,0
Assam,2021,5,4,0,1,7,4,5,2,6,6,4,45,32,1,1,69120,1
Madhya Pradesh,2023,5,3,0,4,6,2,4,7,5,6,4,107,51,1,7,14040,1
Chhattisgarh,2023,5,7,2,4,8,0,1,2,6,2,4,77,62,2,4,41220,0
Puducherry,2022,5,1,0,1,7,1,3,4,4,1,3,75,64,1,1,56400,1
Chandigarh,2023,5,2,0,4,7,3,4,1,5,1,1,44,25,2,4,61140,1
Arunachal Pradesh,2022,5,2,0,4,2,0,3,4,6,2,4,103,27,2,7,10020,1
Uttarakhand,2020,5,4,1,3,8,1,3,2,5,5,4,94,51,2,7,4380,0
Odisha,2021,5,1,1,4,7,9,4,2,5,1,4,43,30,2,4,54960,1
Arunachal Pradesh,2021,5,1,0,3,2,8,4,4,6,5,2,105,48,1,8,68760,0
Meghalaya,2019,5,1,1,3,8,9,2,7,4,6,1,47,33,2,4,20160,0
Nagaland,2023,5,3,0,2,4,6,2,1,4,6,1,43,32,1,1,24060,1
Mizoram,2020,5,5,0,4,8,1,1,7,6,2,3,43,61,2,7,73860,1
Meghalaya,2019,5,5,0,5,6,1,2,4,6,1,4,62,28,2,7,50940,1
Haryana,2022,5,1,2,3,4,9,5,4,4,1,2,87,22,2,7,13200,1
Andhra Pradesh,2022,5,7,2,5,7,4,0,7,5,1,3,59,59,1,7,78120,0
Uttarakhand,2019,5,1,2,1,4,1,2,1,6,2,2,38,36,2,7,11400,1
Bihar,2022,5,1,2,1,2,3,3,4,6,6,4,58,22,1,7,80340,0
Sikkim,2018,5,3,1,3,1,3,0,1,5,1,2,70,46,1,8,11160,1
Bihar,2022,5,3,2,4,7,6,2,7,6,5,2,61,67,2,1,72120,1
Bihar,2018,5,6,1,2,8,8,5,4,4,2,2,86,48,1,1,77160,1
Uttar Pradesh,2021,5,3,2,4,2,3,5,1,6,2,2,109,43,2,1,34740,0
Meghalaya,2021,5,6,0,1,2,1,0,2,5,5,1,101,41,1,1,61440,0
Punjab,2023,5,3,0,1,8,10,4,7,5,1,2,99,54,2,1,47760,1
Haryana,2018,5,7,1,1,4,6,1,2,6,6,2,92,18,1,4,60360,0
Kerala,2021,5,5,1,4,7,2,4,2,6,1,2,107,67,2,7,20520,1
Chhattisgarh,2018,5,3,1,2,4,8,4,2,4,1,4,31,52,2,1,70260,0
Karnataka,2021,5,4,0,4,6,10,2,2,4,6,1,108,28,1,1,29520,1
Jammu and Kashmir,2019,5,6,0,1,2,5,1,4,4,2,2,87,21,2,4,48540,1
Mizoram,2023,5,5,2,5,8,10,3,4,5,5,1,96,44,1,1,85560,0
Chhattisgarh,2022,5,2,1,4,7,1,5,1,4,2,3,79,25,1,7,81660,1
Odisha,2023,5,7,2,1,8,7,5,4,6,5,3,46,51,2,8,45120,0
Bihar,2019,5,7,1,2,4,9,1,2,5,2,2,58,46,1,1,30420,1
Arunachal Pradesh,2020,5,1,2,4,4,5,5,7,6,2,1,56,18,1,7,67980,0
Jammu and Kashmir,2022,5,1,1,1,4,2,1,7,6,6,4,70,25,2,4,77040,1
Punjab,2021,5,7,0,5,1,10,5,7,5,5,1,118,26,2,8,3960,1
Karnataka,2023,5,2,2,5,7,7,1,4,6,1,2,43,40,2,4,10320,1
Haryana,2022,5,3,0,4,7,1,2,2,6,2,3,56,69,1,7,57300,0
Odisha,2021,5,6,1,1,2,3,0,2,4,5,1,102,58,2,8,48660,0
Bihar,2018,5,5,2,2,4,8,3,2,6,5,2,118,52,2,8,50880,0
Goa,2020,5,4,1,4,7,6,3,7,6,5,3,114,45,2,8,34920,1
Bihar,2023,5,4,2,3,6,10,2,7,6,2,4,105,57,1,7,61740,1
Telangana,2020,5,5,2,5,1,1,3,7,4,1,4,116,65,2,1,53640,1
West Bengal,2023,5,4,2,4,6,2,4,4,5,5,3,88,23,1,4,28620,1
Goa,2019,5,5,1,5,2,5,4,4,5,2,1,75,32,2,1,64020,1
West Bengal,2023,5,5,0,4,7,10,4,7,6,1,2,77,32,2,7,34920,1
West Bengal,2018,5,5,2,3,8,0,5,7,6,2,2,105,19,2,7,73860,0
Delhi,2018,5,2,2,2,4,10,5,7,5,6,3,109,62,1,1,67920,0
Arunachal Pradesh,2023,5,4,2,1,2,1,2,7,5,6,3,87,31,2,4,63900,1
Bihar,2019,5,4,0,1,2,5,2,4,6,6,3,96,21,2,4,45660,1
Uttarakhand,2023,5,6,2,5,7,8,0,2,5,1,3,61,22,1,1,25020,1
Himachal Pradesh,2020,5,1,0,2,8,2,3,1,6,2,1,98,54,1,4,23220,0
Meghalaya,2020,5,6,0,5,8,2,5,2,5,5,2,91,48,2,1,81120,1
Uttar Pradesh,2021,5,7,1,3,1,0,3,1,6,2,3,82,21,2,7,43560,1
Arunachal Pradesh,2022,5,2,1,4,8,6,0,7,6,5,2,112,47,1,7,65820,1
Tripura,2020,5,1,0,2,4,7,4,1,6,5,3,105,60,2,7,20040,1
Andhra Pradesh,2018,5,3,0,5,7,7,2,7,6,6,4,112,43,2,7,74640,0
Telangana,2019,5,3,2,3,7,10,0,1,6,1,1,37,44,1,7,28680,0
Assam,2020,5,1,1,3,2,4,2,1,5,6,2,42,25,2,7,27240,1
Maharashtra,2021,5,3,2,4,8,2,4,1,5,5,3,35,41,1,1,26640,1
Jammu and Kashmir,2022,5,1,2,4,2,2,5,4,4,6,3,54,58,1,1,2880,1
